ID,Elevation,Veg.mass,PLFA,Time,Act-ele,Longtitude,Latitude,Aspect,Slope,Distance_between_origin,Distance_origin,Direction_origin,X,Y,pH,TP,SWC,TOC,TN,C/N,DOC,DON,DOC/DON,NDVI,GET,ET,GTmin,GTmax,GT,GP,MOI,Tmin,Tmax,DTR,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,ET/bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,PS,PLFA-bacteria,PLFA-fungus,PLFA-actinomyces,G+,G-,G+/G-,Chao1,Shannon
HDX011,4300,29,13.90423725,2013,4310,91.0793823,30.49637,12.5288,4.3933802,4300m_1m_E,1,E,1,0,6.93,0.344,0.071,6.465,0.772,8.375,77.193,8.371,9.221478915,0.171826422,138.4996429,187.2719714,4.058005857,15.99140571,10.02537887,291.2715689,0.194756394,-4.357975,10.04793471,14.40590971,2.844979873,14.40590988,41.67266198,722.9933377,17.89121605,-16.72668044,34.61789649,11.23809638,-5.637530945,11.3869178,-6.2291034,313.4717113,0.597412668,114.1511421,0.011428571,141.3531893,240.2137124,1.154285702,228.4708552,1.782857092,141.353,,,,,,,,
HDX012,4300,29,22.21069692,2013,4310,91.07946795,30.49642,22.6198997,3.3722899,4300m_10m_E,10,E,10,0,6.975,0.299,0.038,5.746,0.779,7.375,90.444,6.081,14.87321164,0.165978312,138.4996429,187.2719714,4.058005857,15.99140571,10.02537887,291.2715689,0.194756394,-4.357975,10.04793471,14.40590971,2.844979873,14.40590988,41.67266198,722.9933377,17.89121605,-16.72668044,34.61789649,11.23809638,-5.637530945,11.3869178,-6.2291034,313.4717113,0.597412668,114.1511421,0.011428571,141.3531893,240.2137124,1.154285702,228.4708552,1.782857092,141.353,19.96175772,0,2.014928528,6.645758194,9.033119566,0.735710199,5400.488055,10.89523
HDX013,4300,29,13.90423725,2013,4309,91.07986647,30.49662,45,10.3520002,4300m_100m_E,100,E,100,0,6.96,0.272,0.034,5.639,0.778,7.25,131.717,6.846,19.23999416,0.15904586,138.4996429,187.2719714,4.058005857,15.99140571,10.02537887,291.2715689,0.194756394,-4.357975,10.04793471,14.40590971,2.844979873,14.40590988,41.67266198,722.9933377,17.89121605,-16.72668044,34.61789649,11.23809638,-5.637530945,11.3869178,-6.2291034,313.4717113,0.597412668,114.1511421,0.011428571,141.3531893,240.2137124,1.154285702,228.4708552,1.782857092,141.353,,,,,,,,
HDX014,4300,29,13.90423725,2013,4305,91.09062103,30.50066,257.276001,1.35022,4300m_1km_E,1000,E,1000,0,6.705,0.412,0.064,7.317,0.963,7.6,41.514,6.386,6.500782963,0.161605492,138.4996429,187.2719714,4.058005857,15.99140571,10.02537887,291.2715689,0.194756394,-4.357975,10.04793471,14.40590971,2.844979873,14.40590988,41.67266198,722.9933377,17.89121605,-16.72668044,34.61789649,11.23809638,-5.637530945,11.3869178,-6.2291034,313.4717113,0.597412668,114.1511421,0.011428571,141.3531893,240.2137124,1.154285702,228.4708552,1.782857092,141.353,,,,,,,,
HDX015,4300,29,13.90423725,2013,4315,91.14035116,30.5577,181.5480042,8.7672501,4300m_10km_E,10000,E,10000,0,6.39,0.66,0.045,26.56,2.666,9.964,58.601,10.613,5.521624423,0.226527765,138.4996429,187.2719714,4.058005857,15.99140571,10.02537887,291.2715689,0.194756394,-4.357975,10.04793471,14.40590971,2.844979873,14.40590988,41.67266198,722.9933377,17.89121605,-16.72668044,34.61789649,11.23809638,-5.637530945,11.3869178,-6.2291034,313.4717113,0.597412668,114.1511421,0.011428571,141.3531893,240.2137124,1.154285702,228.4708552,1.782857092,141.353,,,,,,,,
HDX016,4400,96.33333333,13.45941505,2013,4402,91.02160248,30.48333,141.3399963,2.6989501,4400m_10km_W,10000,W,-10000,0,6.52,0.484,0.057,28.322,2.455,11.538,100.999,11.476,8.800888811,0.180144385,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX017,4400,96.33333333,13.45941505,2013,4395,91.05449168,30.50743,277.3059998,14.5495005,4400m_1km_W,1000,W,-1000,0,6.29,0.619,0.12,33.854,3.121,10.848,70.848,10.316,6.867778209,0.16332306,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX018,4400,96.33333333,13.45941505,2013,4397,91.07301323,30.50756,98.1300964,9.0155096,4400m_100m_W,100,W,-100,0,6.59,0.446,0.057,14.153,1.721,8.222,54.892,11.307,4.854691784,0.203536451,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX019,4400,96.33333333,13.45941505,2013,4395,91.07393576,30.50773,284.9309998,12.0527,4400m_10m_W,10,W,-10,0,6.435,0.356,0.054,21.036,2.094,10.045,51.107,7.763,6.583408476,0.157101631,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX020,4400,96.33333333,13.45941505,2013,4394,91.07405009,30.50783,215.8379974,10.4828997,4400m_1m_W,1,W,-1,0,6.565,0.334,0.057,11.84,1.348,8.786,44.592,6.987,6.382138257,0.151145041,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX021,4400,96.33333333,13.45941505,2013,4408,91.07256932,30.50871,211.4640045,18.1226997,4400m_10m_U,10,U,0,10,6.615,0.414,0.058,22.794,2.394,9.52,63.462,9.037,7.022463207,0.178393394,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX022,4400,96.33333333,20.79979787,2013,4397,91.07399562,30.50793,215.8379974,10.4828997,4400m_1m_U,1,U,0,1,6.55,0.357,0.078,12.945,1.352,9.571,53.843,8.438,6.381014458,0.151145041,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,18.64286312,0.313069653,1.843865098,7.702286798,7.729312584,0.996503468,6495.35806,11.2403
HDX023,4400,125,9.789223641,2013,4396,91.07406684,30.50786,215.8379974,10.4828997,4400m,0,O,0,0,6.625,0.314,0.067,14.536,1.444,10.067,67.232,8.519,7.892006104,0.151145041,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,8.560721675,0.138203705,1.090298261,3.133661366,3.670553309,0.85372997,6834.819767,11.25727
HDX024,4400,96.33333333,13.45941505,2013,4395,91.07416225,30.50768,284.9309998,7.3713102,4400m_1m_B,1,B,0,-1,6.58,0.381,0.076,13.158,1.441,9.133,61.452,8.769,7.007868628,0.157101631,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX025,4400,96.33333333,13.45941505,2013,4348,91.07442005,30.50654,294.2739868,13.1218996,4400m_10m_B,10,B,0,-10,6.645,0.405,0.057,13.784,1.627,8.471,46.83,7.651,6.120768527,0.138311416,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX026,4400,96.33333333,9.789223641,2013,4396,91.07409245,30.50787,215.8379974,10.4828997,4400m_1m_E,1,E,1,0,6.585,0.401,0.064,16.693,1.919,8.7,50.566,8.454,5.981310622,0.151145041,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,9.140752839,0.173316704,1.141133109,3.273588743,3.941336041,0.830578441,6837.643185,11.20467
HDX027,4400,124,13.45941505,2013,4396,91.07428275,30.508,242.1990051,17.8789997,4400m_10m_E,10,E,10,0,6.47,0.385,0.045,13.933,1.633,8.529,50.314,7.361,6.835212607,0.173293412,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX028,4400,95,13.45941505,2013,4396,91.0747703,30.50833,215.727005,16.3073006,4400m_100m_E,100,E,100,0,6.635,0.377,0.042,12.282,1.343,9.143,34.66,6.29,5.510333863,0.149697691,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX029,4400,70,13.45941505,2013,4398,91.08320668,30.51408,140.1940002,3.38907,4400m_1km_E,1000,E,1000,0,6.285,0.629,0.109,26.048,2.548,10.222,79.969,11.372,7.032096377,0.157448873,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX030,4400,96.33333333,13.45941505,2013,4399,91.14084516,30.56782,169.7779999,14.4811001,4400m_10km_E,10000,E,10000,0,6.12,0.584,0.092,39.68,4.041,9.818,103.797,17.414,5.960548984,0.239044994,136.5533286,189.0334571,4.661898143,15.14494857,9.902750644,335.869996,0.230200942,-2.560545143,9.299256143,11.85980129,3.369355651,11.85980123,39.42212203,657.0226141,17.09522734,-13.02753135,30.1227587,10.83077244,-3.719174483,11.18659437,-4.735917584,366.9859954,0.515097196,127.6989985,0.12,135.3379599,270.4391398,3.134285696,255.1615686,4.362857072,135.338,,,,,,,,
HDX031,4500,85.14285714,17.90569903,2013,4492,91.01444514,30.4907,81.8699036,11.6533003,4500m_10km_W,10000,W,-10000,0,6.315,0.452,0.049,22.472,1.921,11.7,125.087,11.819,10.58355191,0.248220816,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX032,4500,55,17.90569903,2013,4508,91.0498901,30.51505,284.42099,8.5631304,4500m_1km_W,1000,W,-1000,0,6.36,0.547,0.1,28.166,2.95,9.548,57.946,10.911,5.310787279,0.17947197,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX033,4500,85,17.90569903,2013,4507,91.06746971,30.51737,131.5319977,3.0543699,4500m_100m_W,100,W,-100,0,6.62,0.442,0.175,43.17,3.488,12.378,104.783,17.033,6.151764222,0.220527932,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX034,4500,141,16.13921562,2013,4506,91.06784746,30.51746,100.0080032,16.0510998,4500m_10m_W,10,W,-10,0,6.715,0.478,0.081,34.69,3.345,10.371,62.196,14.49,4.292339545,0.214686885,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,13.87625878,0.417791388,1.84516545,4.627298374,6.385871768,0.724614985,7358.338235,11.07083
HDX035,4500,57,17.90569903,2013,4504,91.06805388,30.51756,100.0080032,16.0510998,4500m_1m_W,1,W,-1,0,6.92,0.415,0.074,27.12,2.646,10.25,58.57,10.278,5.69857949,0.203700259,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX036,4500,69,17.90569903,2013,4517,91.06626438,30.51906,132.3970032,7.39396,4500m_10m_U,10,U,0,10,6.98,0.47,0.094,24.245,2.462,9.846,81.849,11.605,7.052908229,0.190633819,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX037,4500,35,17.90569903,2013,4507,91.06773355,30.51789,72.552803,8.6913004,4500m_1m_U,1,U,0,1,6.91,0.46,0.126,20.868,2.068,10.091,67.458,9.506,7.096360194,0.240416735,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX038,4500,50,17.90569903,2013,4504,91.06808419,30.5176,96.1885986,16.0510998,4500m,0,O,0,0,6.845,0.495,0.095,27.678,2.721,10.172,82.958,8.645,9.596067091,0.203700259,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX039,4500,141,15.52856737,2013,4503,91.06829205,30.51744,96.1885986,19.1807995,4500m_1m_B,1,B,0,-1,6.96,0.495,0.107,23.491,2.453,9.577,66.035,10.267,6.431771696,0.206470311,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,13.72454797,0.261743758,1.542275642,5.434993537,5.289142448,1.027575565,8167.52071,11.33057
HDX040,4500,70,22.04931409,2013,4492,91.06956869,30.51643,270,0.954841,4500m_10m_B,10,B,0,-10,6.945,0.507,0.087,21.363,2.279,9.375,75.548,11.731,6.440030688,0.292969167,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,19.26725324,0.560234765,2.221826089,6.522248203,8.702165391,0.749497155,7516.532062,10.94509
HDX041,4500,98,17.90569903,2013,4504,91.06811835,30.51763,96.1885986,16.3073006,4500m_1m_E,1,E,1,0,6.735,0.505,0.602,25.946,2.831,9.167,110.416,20.727,5.327157813,0.203700259,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX042,4500,79,17.90569903,2013,4505,91.06832513,30.51782,83.0469971,18.9934006,4500m_10m_E,10,E,10,0,6.045,0.581,0.232,32.566,2.986,10.906,150.504,31.542,4.771542705,0.217655897,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX043,4500,87,17.90569903,2013,4505,91.0689322,30.51816,64.2900009,14.0213003,4500m_100m_E,100,E,100,0,6.22,0.443,0.128,32.469,3.133,10.364,99.685,23.15,4.306047516,0.223935515,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
